zipcode,cases,date
55807,47,8/27/20
55808,45,8/27/20
55810,48,8/27/20
55811,143,8/27/20
55812,35,8/27/20
55814,0,8/27/20
55901,832,8/27/20
55902,163,8/27/20
55904,557,8/27/20
55905,<=5,8/27/20
55906,182,8/27/20
55909,11,8/27/20
55910,<=5,8/27/20
55912,1083,8/27/20
55917,16,8/27/20
55918,<=5,8/27/20
55919,14,8/27/20
55920,64,8/27/20
55921,8,8/27/20
55922,0,8/27/20
55923,13,8/27/20
55924,13,8/27/20
55925,8,8/27/20
55926,6,8/27/20
55927,35,8/27/20
55929,8,8/27/20
55931,<=5,8/27/20
55932,10,8/27/20
55933,<=5,8/27/20
55934,17,8/27/20
55935,<=5,8/27/20
55936,13,8/27/20
55939,9,8/27/20
55940,17,8/27/20
55941,<=5,8/27/20
55943,9,8/27/20
55944,62,8/27/20
55945,15,8/27/20
55946,27,8/27/20
55947,36,8/27/20
55949,<=5,8/27/20
55950,<=5,8/27/20
55951,<=5,8/27/20
55952,16,8/27/20
55953,17,8/27/20
55954,<=5,8/27/20
55955,18,8/27/20
55956,<=5,8/27/20
55957,<=5,8/27/20
55959,9,8/27/20
55960,34,8/27/20
55961,<=5,8/27/20
55962,<=5,8/27/20
55963,34,8/27/20
55964,48,8/27/20
55965,10,8/27/20
55967,10,8/27/20
55968,0,8/27/20
55969,<=5,8/27/20
55970,<=5,8/27/20
55971,16,8/27/20
55972,20,8/27/20
55973,<=5,8/27/20
55974,<=5,8/27/20
55975,33,8/27/20
55976,67,8/27/20
55977,0,8/27/20
55979,<=5,8/27/20
55981,15,8/27/20
55982,<=5,8/27/20
55983,9,8/27/20
55985,9,8/27/20
55987,284,8/27/20
55990,<=5,8/27/20
55991,<=5,8/27/20
55992,27,8/27/20
56001,954,8/27/20
56003,266,8/27/20
56007,332,8/27/20
56009,12,8/27/20
56010,<=5,8/27/20
56011,57,8/27/20
56013,49,8/27/20
56014,<=5,8/27/20
56016,16,8/27/20
56017,15,8/27/20
56019,<=5,8/27/20
56020,0,8/27/20
56021,7,8/27/20
56022,<=5,8/27/20
56023,<=5,8/27/20
56024,25,8/27/20
56025,<=5,8/27/20
56026,16,8/27/20
56027,11,8/27/20
56028,10,8/27/20
56029,<=5,8/27/20
56031,162,8/27/20
56032,0,8/27/20
56033,<=5,8/27/20
56034,<=5,8/27/20
56035,7,8/27/20
56036,10,8/27/20
56037,14,8/27/20
56039,0,8/27/20
56041,7,8/27/20
56042,<=5,8/27/20
56043,<=5,8/27/20
56044,13,8/27/20
56045,<=5,8/27/20
56046,<=5,8/27/20
56047,0,8/27/20
56048,50,8/27/20
56050,23,8/27/20
56051,<=5,8/27/20
56052,6,8/27/20
56054,0,8/27/20
56055,38,8/27/20
56056,<=5,8/27/20
56057,105,8/27/20
56058,52,8/27/20
56060,<=5,8/27/20
56062,174,8/27/20
56063,30,8/27/20
56065,13,8/27/20
56068,10,8/27/20
56069,57,8/27/20
56071,185,8/27/20
56072,17,8/27/20
56073,68,8/27/20
56074,13,8/27/20
56075,<=5,8/27/20
56078,<=5,8/27/20
56080,16,8/27/20
56081,193,8/27/20
56082,137,8/27/20
56083,8,8/27/20
56085,26,8/27/20
56087,25,8/27/20
56088,20,8/27/20
56089,0,8/27/20
56090,7,8/27/20
56091,0,8/27/20
56093,180,8/27/20
56096,30,8/27/20
56097,15,8/27/20
56098,14,8/27/20
56101,124,8/27/20
56110,44,8/27/20
56111,<=5,8/27/20
56113,<=5,8/27/20
56114,<=5,8/27/20
56115,<=5,8/27/20
56116,<=5,8/27/20
56117,11,8/27/20
56118,<=5,8/27/20
56119,28,8/27/20
56120,39,8/27/20
56121,10,8/27/20
56122,35,8/27/20
56123,<=5,8/27/20
56125,0,8/27/20
56127,<=5,8/27/20
56128,29,8/27/20
56129,27,8/27/20
56131,45,8/27/20
56132,0,8/27/20
56134,<=5,8/27/20
56136,<=5,8/27/20
56137,18,8/27/20
56138,6,8/27/20
56139,9,8/27/20
56140,0,8/27/20
56141,7,8/27/20
56142,<=5,8/27/20
56143,36,8/27/20
56144,14,8/27/20
56145,7,8/27/20
56146,0,8/27/20
56147,<=5,8/27/20
56149,14,8/27/20
56150,20,8/27/20
56151,13,8/27/20
56152,7,8/27/20
56153,<=5,8/27/20
56155,18,8/27/20
56156,68,8/27/20
56157,8,8/27/20
56158,11,8/27/20
56159,50,8/27/20
56160,<=5,8/27/20
56161,11,8/27/20
56162,<=5,8/27/20
56164,124,8/27/20
56165,15,8/27/20
56166,<=5,8/27/20
56167,11,8/27/20
56168,23,8/27/20
56169,7,8/27/20
56170,<=5,8/27/20
56171,14,8/27/20
56172,38,8/27/20
56173,0,8/27/20
56174,<=5,8/27/20
56175,24,8/27/20
56176,7,8/27/20
56177,0,8/27/20
56178,38,8/27/20
56180,<=5,8/27/20
56181,<=5,8/27/20
56183,8,8/27/20
56185,12,8/27/20
56186,<=5,8/27/20
56187,1645,8/27/20
56201,665,8/27/20
56207,<=5,8/27/20
56208,11,8/27/20
56209,14,8/27/20
56210,0,8/27/20
56211,<=5,8/27/20
56212,0,8/27/20
56214,0,8/27/20
56215,35,8/27/20
56216,6,8/27/20
56218,<=5,8/27/20
56219,<=5,8/27/20
56220,15,8/27/20
56221,0,8/27/20
56222,14,8/27/20
56223,20,8/27/20
56224,0,8/27/20
56225,11,8/27/20
56226,0,8/27/20
56227,0,8/27/20
56228,<=5,8/27/20
56229,15,8/27/20
56230,<=5,8/27/20
56231,0,8/27/20
56232,7,8/27/20
56235,<=5,8/27/20
56236,<=5,8/27/20
56237,0,8/27/20
56239,9,8/27/20
56240,9,8/27/20
56241,18,8/27/20
56243,8,8/27/20
56244,7,8/27/20
56245,6,8/27/20
56248,19,8/27/20
56249,0,8/27/20
56251,13,8/27/20
56252,10,8/27/20
56253,<=5,8/27/20
56255,<=5,8/27/20
56256,<=5,8/27/20
56257,<=5,8/27/20
56258,355,8/27/20
56260,<=5,8/27/20
56262,21,8/27/20
56263,<=5,8/27/20
56264,33,8/27/20
56265,92,8/27/20
56266,<=5,8/27/20
56267,23,8/27/20
56270,<=5,8/27/20
56271,7,8/27/20
56273,23,8/27/20
56274,7,8/27/20
56276,0,8/27/20
56277,19,8/27/20
56278,9,8/27/20
56279,16,8/27/20
56280,<=5,8/27/20
56281,11,8/27/20
56282,14,8/27/20
56283,14,8/27/20
56284,18,8/27/20
56285,<=5,8/27/20
56287,<=5,8/27/20
56288,19,8/27/20
56289,<=5,8/27/20
56291,<=5,8/27/20
56292,0,8/27/20
56293,9,8/27/20
56294,0,8/27/20
56295,0,8/27/20
56296,14,8/27/20
56297,9,8/27/20
56301,1056,8/27/20
56303,569,8/27/20
56304,509,8/27/20
56307,46,8/27/20
56308,114,8/27/20
56309,7,8/27/20
56310,31,8/27/20
56311,<=5,8/27/20
56312,7,8/27/20
56313,0,8/27/20
56314,<=5,8/27/20
56315,9,8/27/20
56316,16,8/27/20
56318,<=5,8/27/20
56319,<=5,8/27/20
56320,133,8/27/20
56321,<=5,8/27/20
56323,<=5,8/27/20
56324,<=5,8/27/20
56325,0,8/27/20
56326,6,8/27/20
56327,<=5,8/27/20
56328,<=5,8/27/20
56329,62,8/27/20
56330,<=5,8/27/20
56331,19,8/27/20
56332,7,8/27/20
56334,36,8/27/20
56335,0,8/27/20
56336,20,8/27/20
56338,<=5,8/27/20
56339,7,8/27/20
56340,11,8/27/20
56342,<=5,8/27/20
56343,<=5,8/27/20
56345,38,8/27/20
56347,325,8/27/20
56349,0,8/27/20
56350,0,8/27/20
56352,185,8/27/20
56353,32,8/27/20
56354,<=5,8/27/20
56355,0,8/27/20
56356,<=5,8/27/20
56357,<=5,8/27/20
56358,<=5,8/27/20
56359,9,8/27/20
56360,18,8/27/20
56361,<=5,8/27/20
56362,46,8/27/20
56363,0,8/27/20
56364,17,8/27/20
56367,32,8/27/20
56368,44,8/27/20
56369,43,8/27/20
56371,<=5,8/27/20
56373,19,8/27/20
56374,126,8/27/20
56375,10,8/27/20
56376,<=5,8/27/20
56377,215,8/27/20
56378,77,8/27/20
56379,157,8/27/20
56381,10,8/27/20
56382,<=5,8/27/20
56384,8,8/27/20
56385,7,8/27/20
56386,0,8/27/20
56387,409,8/27/20
56389,0,8/27/20
56401,144,8/27/20
56425,30,8/27/20
56431,21,8/27/20
56433,<=5,8/27/20
56434,<=5,8/27/20
56435,<=5,8/27/20
56436,<=5,8/27/20
56437,<=5,8/27/20
56438,42,8/27/20
56440,16,8/27/20
56441,7,8/27/20
56442,15,8/27/20
56443,<=5,8/27/20
56444,<=5,8/27/20
56446,10,8/27/20
56447,<=5,8/27/20
56448,<=5,8/27/20
56449,<=5,8/27/20
56450,<=5,8/27/20
56452,<=5,8/27/20
56453,<=5,8/27/20
56455,<=5,8/27/20
56456,0,8/27/20
56458,<=5,8/27/20
56461,8,8/27/20
56464,10,8/27/20
56465,25,8/27/20
56466,<=5,8/27/20
56467,<=5,8/27/20
56468,31,8/27/20
56469,7,8/27/20
56470,18,8/27/20
56472,24,8/27/20
56473,10,8/27/20
56474,16,8/27/20
56475,9,8/27/20
56477,17,8/27/20
56479,13,8/27/20
56481,11,8/27/20
56482,14,8/27/20
56484,21,8/27/20
56501,105,8/27/20
56510,15,8/27/20
56511,11,8/27/20
56514,19,8/27/20
56515,13,8/27/20
56516,<=5,8/27/20
56517,<=5,8/27/20
56518,<=5,8/27/20
56519,<=5,8/27/20
56520,38,8/27/20
56521,8,8/27/20
56522,<=5,8/27/20
56523,0,8/27/20
56524,<=5,8/27/20
56525,<=5,8/27/20
56527,0,8/27/20
56528,0,8/27/20
56529,61,8/27/20
56531,14,8/27/20
56533,0,8/27/20
56534,0,8/27/20
56535,13,8/27/20
56536,<=5,8/27/20
56537,79,8/27/20
56540,10,8/27/20
56541,<=5,8/27/20
56542,6,8/27/20
56543,<=5,8/27/20
56544,17,8/27/20
56545,<=5,8/27/20
56546,<=5,8/27/20
56547,14,8/27/20
56548,10,8/27/20
56549,32,8/27/20
56550,0,8/27/20
56551,<=5,8/27/20
56552,0,8/27/20
56553,<=5,8/27/20
56554,17,8/27/20
56556,<=5,8/27/20
56557,23,8/27/20
56560,703,8/27/20
56565,<=5,8/27/20
56566,<=5,8/27/20
56567,<=5,8/27/20
56568,0,8/27/20
56569,18,8/27/20
56570,0,8/27/20
56571,<=5,8/27/20
56572,90,8/27/20
56573,20,8/27/20
56574,<=5,8/27/20
56575,<=5,8/27/20
56576,<=5,8/27/20
56577,0,8/27/20
56578,6,8/27/20
56579,<=5,8/27/20
56580,7,8/27/20
56581,<=5,8/27/20
56583,0,8/27/20
56584,8,8/27/20
56585,<=5,8/27/20
56586,15,8/27/20
56587,<=5,8/27/20
56588,<=5,8/27/20
56589,<=5,8/27/20
56590,<=5,8/27/20
56591,<=5,8/27/20
56592,<=5,8/27/20
56593,0,8/27/20
56594,<=5,8/27/20
56601,246,8/27/20
56621,8,8/27/20
56623,<=5,8/27/20
56626,<=5,8/27/20
56627,0,8/27/20
56628,<=5,8/27/20
56629,0,8/27/20
56630,<=5,8/27/20
56633,22,8/27/20
56634,6,8/27/20
56636,18,8/27/20
56637,0,8/27/20
56639,0,8/27/20
56641,<=5,8/27/20
56644,<=5,8/27/20
56646,0,8/27/20
56647,<=5,8/27/20
56649,74,8/27/20
56650,<=5,8/27/20
56651,<=5,8/27/20
56652,<=5,8/27/20
56653,11,8/27/20
56654,0,8/27/20
56655,11,8/27/20
56657,0,8/27/20
56658,0,8/27/20
56659,0,8/27/20
56660,0,8/27/20
56661,<=5,8/27/20
56662,<=5,8/27/20
56663,<=5,8/27/20
56666,8,8/27/20
56667,<=5,8/27/20
56668,<=5,8/27/20
56669,0,8/27/20
56670,19,8/27/20
56671,19,8/27/20
56672,<=5,8/27/20
56673,<=5,8/27/20
56676,<=5,8/27/20
56678,8,8/27/20
56680,0,8/27/20
56681,<=5,8/27/20
56683,<=5,8/27/20
56684,0,8/27/20
56685,<=5,8/27/20
56686,<=5,8/27/20
56687,0,8/27/20
56688,0,8/27/20
56701,81,8/27/20
56710,<=5,8/27/20
56711,0,8/27/20
56713,0,8/27/20
56714,6,8/27/20
56715,0,8/27/20
56716,43,8/27/20
56720,0,8/27/20
56721,103,8/27/20
56722,<=5,8/27/20
56723,<=5,8/27/20
56724,0,8/27/20
56725,<=5,8/27/20
56726,<=5,8/27/20
56727,<=5,8/27/20
56728,<=5,8/27/20
56729,0,8/27/20
56731,0,8/27/20
56732,0,8/27/20
56733,<=5,8/27/20
56734,0,8/27/20
56735,<=5,8/27/20
56736,<=5,8/27/20
56737,0,8/27/20
56738,<=5,8/27/20
56741,0,8/27/20
56742,<=5,8/27/20
56744,<=5,8/27/20
56748,<=5,8/27/20
56750,26,8/27/20
56751,25,8/27/20
56754,<=5,8/27/20
56755,0,8/27/20
56756,<=5,8/27/20
56757,<=5,8/27/20
56758,0,8/27/20
56759,<=5,8/27/20
56760,0,8/27/20
56761,<=5,8/27/20
56762,12,8/27/20
56763,19,8/27/20
55001,22,9/3/20
55002,0,9/3/20
55003,19,9/3/20
55005,27,9/3/20
55006,10,9/3/20
55007,6,9/3/20
55008,63,9/3/20
55009,65,9/3/20
55010,0,9/3/20
55011,83,9/3/20
55012,17,9/3/20
55013,42,9/3/20
55014,288,9/3/20
55016,461,9/3/20
55017,<=5,9/3/20
55018,<=5,9/3/20
55019,6,9/3/20
55020,24,9/3/20
55021,949,9/3/20
55024,330,9/3/20
55025,203,9/3/20
55026,0,9/3/20
55027,11,9/3/20
55029,0,9/3/20
55030,8,9/3/20
55031,12,9/3/20
55032,12,9/3/20
55033,304,9/3/20
55036,<=5,9/3/20
55037,8,9/3/20
55038,199,9/3/20
55040,87,9/3/20
55041,31,9/3/20
55042,149,9/3/20
55043,21,9/3/20
55044,700,9/3/20
55045,39,9/3/20
55046,27,9/3/20
55047,18,9/3/20
55049,20,9/3/20
55051,60,9/3/20
55052,15,9/3/20
55053,<=5,9/3/20
55054,23,9/3/20
55055,66,9/3/20
55056,79,9/3/20
55057,205,9/3/20
55060,393,9/3/20
55063,26,9/3/20
55065,<=5,9/3/20
55066,80,9/3/20
55067,0,9/3/20
55068,366,9/3/20
55069,18,9/3/20
55070,71,9/3/20
55071,94,9/3/20
55072,<=5,9/3/20
55073,10,9/3/20
55074,16,9/3/20
55075,386,9/3/20
55076,333,9/3/20
55077,256,9/3/20
55078,0,9/3/20
55079,39,9/3/20
55080,13,9/3/20
55082,356,9/3/20
55083,0,9/3/20
55084,10,9/3/20
55085,<=5,9/3/20
55087,<=5,9/3/20
55088,14,9/3/20
55089,17,9/3/20
55090,<=5,9/3/20
55092,60,9/3/20
55101,105,9/3/20
55102,284,9/3/20
55103,321,9/3/20
55104,788,9/3/20
55105,195,9/3/20
55106,1378,9/3/20
55107,348,9/3/20
55108,229,9/3/20
55109,654,9/3/20
55110,419,9/3/20
55111,<=5,9/3/20
55112,792,9/3/20
55113,673,9/3/20
55114,98,9/3/20
55115,119,9/3/20
55116,377,9/3/20
55117,982,9/3/20
55118,581,9/3/20
55119,830,9/3/20
55120,66,9/3/20
55121,172,9/3/20
55122,466,9/3/20
55123,301,9/3/20
55124,786,9/3/20
55125,579,9/3/20
55126,256,9/3/20
55127,201,9/3/20
55128,455,9/3/20
55129,403,9/3/20
55130,555,9/3/20
55133,0,9/3/20
55144,<=5,9/3/20
55145,0,9/3/20
55146,0,9/3/20
55150,<=5,9/3/20
55155,<=5,9/3/20
55161,0,9/3/20
55164,<=5,9/3/20
55165,0,9/3/20
55166,0,9/3/20
55168,<=5,9/3/20
55169,0,9/3/20
55170,0,9/3/20
55171,0,9/3/20
55172,0,9/3/20
55175,0,9/3/20
55177,0,9/3/20
55187,<=5,9/3/20
55188,0,9/3/20
55191,0,9/3/20
55301,153,9/3/20
55302,43,9/3/20
55303,626,9/3/20
55304,442,9/3/20
55305,272,9/3/20
55306,329,9/3/20
55307,34,9/3/20
55308,53,9/3/20
55309,164,9/3/20
55310,11,9/3/20
55311,376,9/3/20
55312,7,9/3/20
55313,239,9/3/20
55314,7,9/3/20
55315,83,9/3/20
55316,342,9/3/20
55317,240,9/3/20
55318,403,9/3/20
55319,24,9/3/20
55320,42,9/3/20
55321,14,9/3/20
55322,23,9/3/20
55323,0,9/3/20
55324,6,9/3/20
55325,25,9/3/20
55327,64,9/3/20
55328,75,9/3/20
55329,18,9/3/20
55330,357,9/3/20
55331,267,9/3/20
55332,<=5,9/3/20
55333,6,9/3/20
55334,54,9/3/20
55335,7,9/3/20
55336,181,9/3/20
55337,853,9/3/20
55338,10,9/3/20
55339,<=5,9/3/20
55340,48,9/3/20
55341,32,9/3/20
55342,13,9/3/20
55343,533,9/3/20
55344,264,9/3/20
55345,199,9/3/20
55346,183,9/3/20
55347,244,9/3/20
55348,0,9/3/20
55349,28,9/3/20
55350,116,9/3/20
55352,102,9/3/20
55353,15,9/3/20
55354,19,9/3/20
55355,49,9/3/20
55356,53,9/3/20
55357,32,9/3/20
55358,38,9/3/20
55359,30,9/3/20
55360,38,9/3/20
55361,0,9/3/20
55362,184,9/3/20
55363,59,9/3/20
55364,122,9/3/20
55365,0,9/3/20
55366,0,9/3/20
55367,9,9/3/20
55368,18,9/3/20
55369,540,9/3/20
55370,<=5,9/3/20
55371,93,9/3/20
55372,414,9/3/20
55373,44,9/3/20
55374,177,9/3/20
55375,33,9/3/20
55376,241,9/3/20
55377,0,9/3/20
55378,458,9/3/20
55379,871,9/3/20
55380,0,9/3/20
55381,7,9/3/20
55382,20,9/3/20
55383,0,9/3/20
55384,45,9/3/20
55385,7,9/3/20
55386,92,9/3/20
55387,174,9/3/20
55388,44,9/3/20
55389,12,9/3/20
55390,27,9/3/20
55391,214,9/3/20
55392,0,9/3/20
55393,0,9/3/20
55394,0,9/3/20
55395,17,9/3/20
55396,14,9/3/20
55397,13,9/3/20
55398,118,9/3/20
55399,0,9/3/20
55401,155,9/3/20
55402,16,9/3/20
55403,263,9/3/20
55404,1185,9/3/20
55405,344,9/3/20
55406,561,9/3/20
55407,1289,9/3/20
55408,981,9/3/20
55409,257,9/3/20
55410,166,9/3/20
55411,946,9/3/20
55412,466,9/3/20
55413,265,9/3/20
55414,464,9/3/20
55415,100,9/3/20
55416,506,9/3/20
55417,271,9/3/20
55418,549,9/3/20
55419,327,9/3/20
55420,530,9/3/20
55421,851,9/3/20
55422,501,9/3/20
55423,865,9/3/20
55424,150,9/3/20
55425,288,9/3/20
55426,439,9/3/20
55427,405,9/3/20
55428,1121,9/3/20
55429,822,9/3/20
55430,774,9/3/20
55431,288,9/3/20
55432,685,9/3/20
55433,546,9/3/20
55434,423,9/3/20
55435,236,9/3/20
55436,230,9/3/20
55437,284,9/3/20
55438,182,9/3/20
55439,98,9/3/20
55440,23,9/3/20
55441,262,9/3/20
55442,111,9/3/20
55443,966,9/3/20
55444,414,9/3/20
55445,274,9/3/20
55446,265,9/3/20
55447,223,9/3/20
55448,403,9/3/20
55449,426,9/3/20
55450,<=5,9/3/20
55454,400,9/3/20
55455,7,9/3/20
55458,<=5,9/3/20
55459,0,9/3/20
55460,0,9/3/20
55467,0,9/3/20
55468,0,9/3/20
55470,<=5,9/3/20
55472,0,9/3/20
55473,0,9/3/20
55474,0,9/3/20
55478,0,9/3/20
55479,0,9/3/20
55480,0,9/3/20
55483,0,9/3/20
55484,0,9/3/20
55485,0,9/3/20
55486,0,9/3/20
55487,0,9/3/20
55488,<=5,9/3/20
55550,0,9/3/20
55551,0,9/3/20
55552,0,9/3/20
55553,0,9/3/20
55554,0,9/3/20
55555,<=5,9/3/20
55556,0,9/3/20
55557,0,9/3/20
55558,0,9/3/20
55559,0,9/3/20
55560,0,9/3/20
55561,0,9/3/20
55562,0,9/3/20
55563,0,9/3/20
55564,0,9/3/20
55565,0,9/3/20
55566,0,9/3/20
55567,0,9/3/20
55568,0,9/3/20
55569,0,9/3/20
55570,0,9/3/20
55571,0,9/3/20
55572,0,9/3/20
55573,0,9/3/20
55574,0,9/3/20
55575,0,9/3/20
55576,0,9/3/20
55577,0,9/3/20
55578,0,9/3/20
55579,0,9/3/20
55580,0,9/3/20
55581,0,9/3/20
55582,0,9/3/20
55583,0,9/3/20
55584,0,9/3/20
55585,0,9/3/20
55586,0,9/3/20
55587,0,9/3/20
55588,0,9/3/20
55589,0,9/3/20
55590,0,9/3/20
55591,0,9/3/20
55592,0,9/3/20
55593,0,9/3/20
55594,0,9/3/20
55595,0,9/3/20
55596,0,9/3/20
55597,0,9/3/20
55598,0,9/3/20
55599,0,9/3/20
55601,<=5,9/3/20
55602,0,9/3/20
55603,<=5,9/3/20
55604,<=5,9/3/20
55605,<=5,9/3/20
55606,0,9/3/20
55607,<=5,9/3/20
55609,<=5,9/3/20
55612,<=5,9/3/20
55613,0,9/3/20
55614,12,9/3/20
55615,<=5,9/3/20
55616,19,9/3/20
55702,<=5,9/3/20
55703,0,9/3/20
55704,<=5,9/3/20
55705,<=5,9/3/20
55706,<=5,9/3/20
55707,17,9/3/20
55708,0,9/3/20
55709,26,9/3/20
55710,6,9/3/20
55711,<=5,9/3/20
55712,<=5,9/3/20
55713,<=5,9/3/20
55716,<=5,9/3/20
55717,<=5,9/3/20
55718,8,9/3/20
55719,15,9/3/20
55720,77,9/3/20
55721,12,9/3/20
55722,<=5,9/3/20
55723,<=5,9/3/20
55724,<=5,9/3/20
55725,0,9/3/20
55726,<=5,9/3/20
55730,0,9/3/20
55731,12,9/3/20
55732,<=5,9/3/20
55733,22,9/3/20
55734,10,9/3/20
55735,<=5,9/3/20
55736,<=5,9/3/20
55738,0,9/3/20
55741,6,9/3/20
55742,<=5,9/3/20
55744,91,9/3/20
55745,0,9/3/20
55746,40,9/3/20
55747,0,9/3/20
55748,6,9/3/20
55749,<=5,9/3/20
55750,<=5,9/3/20
55751,0,9/3/20
55752,<=5,9/3/20
55753,<=5,9/3/20
55756,<=5,9/3/20
55757,6,9/3/20
55758,0,9/3/20
55760,<=5,9/3/20
55763,0,9/3/20
55764,<=5,9/3/20
55765,26,9/3/20
55766,0,9/3/20
55767,54,9/3/20
55768,10,9/3/20
55769,17,9/3/20
55771,11,9/3/20
55772,<=5,9/3/20
55775,7,9/3/20
55777,0,9/3/20
55779,25,9/3/20
55780,<=5,9/3/20
55781,7,9/3/20
55782,<=5,9/3/20
55783,18,9/3/20
55784,0,9/3/20
55785,<=5,9/3/20
55786,9,9/3/20
55787,0,9/3/20
55790,13,9/3/20
55792,26,9/3/20
55793,<=5,9/3/20
55795,83,9/3/20
55797,8,9/3/20
55798,<=5,9/3/20
55802,18,9/3/20
55803,96,9/3/20
55804,71,9/3/20
55805,92,9/3/20
55806,49,9/3/20
55807,48,9/3/20
55808,48,9/3/20
55810,51,9/3/20
55811,163,9/3/20
55812,45,9/3/20
55814,0,9/3/20
55815,0,9/3/20
55816,<=5,9/3/20
55901,858,9/3/20
55902,179,9/3/20
55903,13,9/3/20
55904,574,9/3/20
55905,<=5,9/3/20
55906,196,9/3/20
55909,11,9/3/20
55910,<=5,9/3/20
55912,1101,9/3/20
55917,16,9/3/20
55918,<=5,9/3/20
55919,16,9/3/20
55920,84,9/3/20
55921,11,9/3/20
55922,0,9/3/20
55923,14,9/3/20
55924,14,9/3/20
55925,10,9/3/20
55926,7,9/3/20
55927,36,9/3/20
55929,11,9/3/20
55931,<=5,9/3/20
55932,12,9/3/20
55933,<=5,9/3/20
55934,20,9/3/20
55935,<=5,9/3/20
55936,18,9/3/20
55939,9,9/3/20
55940,17,9/3/20
55941,<=5,9/3/20
55942,0,9/3/20
55943,10,9/3/20
55944,64,9/3/20
55945,15,9/3/20
55946,26,9/3/20
55947,42,9/3/20
55949,<=5,9/3/20
55950,<=5,9/3/20
55951,6,9/3/20
55952,18,9/3/20
55953,17,9/3/20
55954,<=5,9/3/20
55955,22,9/3/20
55956,8,9/3/20
55957,<=5,9/3/20
55959,9,9/3/20
55960,38,9/3/20
55961,<=5,9/3/20
55962,<=5,9/3/20
55963,34,9/3/20
55964,48,9/3/20
55965,10,9/3/20
55967,11,9/3/20
55968,0,9/3/20
55969,<=5,9/3/20
55970,<=5,9/3/20
55971,16,9/3/20
55972,25,9/3/20
55973,<=5,9/3/20
55974,<=5,9/3/20
55975,35,9/3/20
55976,71,9/3/20
55977,0,9/3/20
55979,<=5,9/3/20
55981,16,9/3/20
55982,<=5,9/3/20
55983,9,9/3/20
55985,10,9/3/20
55987,460,9/3/20
55988,0,9/3/20
55990,<=5,9/3/20
55991,<=5,9/3/20
55992,31,9/3/20
56001,1148,9/3/20
56002,<=5,9/3/20
56003,290,9/3/20
56006,<=5,9/3/20
56007,345,9/3/20
56009,13,9/3/20
56010,<=5,9/3/20
56011,65,9/3/20
56013,49,9/3/20
56014,<=5,9/3/20
56016,16,9/3/20
56017,19,9/3/20
56019,<=5,9/3/20
56020,0,9/3/20
56021,7,9/3/20
56022,<=5,9/3/20
56023,<=5,9/3/20
56024,32,9/3/20
56025,<=5,9/3/20
56026,17,9/3/20
56027,11,9/3/20
56028,11,9/3/20
56029,6,9/3/20
56030,0,9/3/20
56031,174,9/3/20
56032,0,9/3/20
56033,<=5,9/3/20
56034,<=5,9/3/20
56035,7,9/3/20
56036,11,9/3/20
56037,15,9/3/20
56039,0,9/3/20
56041,7,9/3/20
56042,<=5,9/3/20
56043,<=5,9/3/20
56044,22,9/3/20
56045,<=5,9/3/20
56046,<=5,9/3/20
56047,0,9/3/20
56048,53,9/3/20
56050,25,9/3/20
56051,<=5,9/3/20
56052,6,9/3/20
56054,0,9/3/20
56055,41,9/3/20
56056,<=5,9/3/20
56057,112,9/3/20
56058,60,9/3/20
56060,<=5,9/3/20
56062,190,9/3/20
56063,36,9/3/20
56065,14,9/3/20
56068,10,9/3/20
56069,73,9/3/20
56071,193,9/3/20
56072,17,9/3/20
56073,83,9/3/20
56074,14,9/3/20
56075,<=5,9/3/20
56078,<=5,9/3/20
56080,16,9/3/20
56081,202,9/3/20
56082,140,9/3/20
56083,8,9/3/20
56084,0,9/3/20
56085,32,9/3/20
56087,27,9/3/20
56088,20,9/3/20
56089,0,9/3/20
56090,7,9/3/20
56091,0,9/3/20
56093,218,9/3/20
56096,33,9/3/20
56097,19,9/3/20
56098,14,9/3/20
56101,124,9/3/20
56110,46,9/3/20
56111,<=5,9/3/20
56113,<=5,9/3/20
56114,<=5,9/3/20
56115,<=5,9/3/20
56116,<=5,9/3/20
56117,11,9/3/20
56118,<=5,9/3/20
56119,29,9/3/20
56120,40,9/3/20
56121,10,9/3/20
56122,35,9/3/20
56123,<=5,9/3/20
56125,0,9/3/20
56127,<=5,9/3/20
56128,36,9/3/20
56129,28,9/3/20
56131,45,9/3/20
56132,<=5,9/3/20
56134,8,9/3/20
56136,<=5,9/3/20
56137,19,9/3/20
56138,6,9/3/20
56139,9,9/3/20
56140,0,9/3/20
56141,7,9/3/20
56142,6,9/3/20
56143,38,9/3/20
56144,15,9/3/20
56145,7,9/3/20
56146,0,9/3/20
56147,<=5,9/3/20
56149,14,9/3/20
56150,21,9/3/20
56151,13,9/3/20
56152,8,9/3/20
56153,<=5,9/3/20
56155,19,9/3/20
56156,70,9/3/20
56157,8,9/3/20
56158,11,9/3/20
56159,53,9/3/20
56160,<=5,9/3/20
56161,11,9/3/20
56162,<=5,9/3/20
56164,128,9/3/20
56165,17,9/3/20
56166,<=5,9/3/20
56167,11,9/3/20
56168,24,9/3/20
56169,8,9/3/20
56170,<=5,9/3/20
56171,16,9/3/20
56172,40,9/3/20
56173,<=5,9/3/20
56174,<=5,9/3/20
56175,25,9/3/20
56176,16,9/3/20
56177,0,9/3/20
56178,39,9/3/20
56180,<=5,9/3/20
56181,<=5,9/3/20
56183,8,9/3/20
56185,15,9/3/20
