zipcode,cases,date
55756,11,11/19/20
55757,16,11/19/20
55758,0,11/19/20
55760,69,11/19/20
55763,<=5,11/19/20
55764,14,11/19/20
55765,37,11/19/20
55766,<=5,11/19/20
55767,155,11/19/20
55768,95,11/19/20
55769,53,11/19/20
55771,53,11/19/20
55772,10,11/19/20
55775,58,11/19/20
55777,0,11/19/20
55779,134,11/19/20
55780,8,11/19/20
55781,27,11/19/20
55782,6,11/19/20
55783,77,11/19/20
55784,0,11/19/20
55785,8,11/19/20
55786,17,11/19/20
55787,13,11/19/20
55790,48,11/19/20
55792,197,11/19/20
55793,33,11/19/20
55795,113,11/19/20
55797,70,11/19/20
55798,19,11/19/20
55802,103,11/19/20
55803,641,11/19/20
55804,383,11/19/20
55805,397,11/19/20
55806,251,11/19/20
55807,298,11/19/20
55808,189,11/19/20
55810,344,11/19/20
55811,1212,11/19/20
55812,449,11/19/20
55814,<=5,11/19/20
55815,<=5,11/19/20
55816,9,11/19/20
55901,2034,11/19/20
55902,641,11/19/20
55903,37,11/19/20
55904,1418,11/19/20
55905,8,11/19/20
55906,542,11/19/20
55909,44,11/19/20
55910,39,11/19/20
55912,1856,11/19/20
55917,82,11/19/20
55918,18,11/19/20
55919,55,11/19/20
55920,302,11/19/20
55921,106,11/19/20
55922,10,11/19/20
55923,140,11/19/20
55924,48,11/19/20
55925,65,11/19/20
55926,17,11/19/20
55927,178,11/19/20
55929,67,11/19/20
55931,11,11/19/20
55932,87,11/19/20
55933,<=5,11/19/20
55934,135,11/19/20
55935,16,11/19/20
55936,52,11/19/20
55939,41,11/19/20
55940,75,11/19/20
55941,29,11/19/20
55942,0,11/19/20
55943,84,11/19/20
55944,250,11/19/20
55945,49,11/19/20
55946,129,11/19/20
55947,252,11/19/20
55949,42,11/19/20
55950,9,11/19/20
55951,33,11/19/20
55952,99,11/19/20
55953,43,11/19/20
55954,33,11/19/20
55955,117,11/19/20
55956,61,11/19/20
55957,30,11/19/20
55959,75,11/19/20
55960,125,11/19/20
55961,8,11/19/20
55962,16,11/19/20
55963,148,11/19/20
55964,154,11/19/20
55965,52,11/19/20
55967,26,11/19/20
55968,8,11/19/20
55969,31,11/19/20
55970,25,11/19/20
55971,113,11/19/20
55972,236,11/19/20
55973,7,11/19/20
55974,27,11/19/20
55975,113,11/19/20
55976,244,11/19/20
55977,<=5,11/19/20
55979,23,11/19/20
55981,170,11/19/20
55982,10,11/19/20
55983,55,11/19/20
55985,71,11/19/20
55987,1632,11/19/20
55988,0,11/19/20
55990,23,11/19/20
55991,50,11/19/20
55992,189,11/19/20
56001,2716,11/19/20
56002,8,11/19/20
56003,641,11/19/20
56006,<=5,11/19/20
56007,970,11/19/20
56009,40,11/19/20
56010,35,11/19/20
56011,426,11/19/20
56013,146,11/19/20
56014,30,11/19/20
56016,50,11/19/20
56017,42,11/19/20
56019,16,11/19/20
56020,0,11/19/20
56021,36,11/19/20
56022,<=5,11/19/20
56023,9,11/19/20
56024,133,11/19/20
56025,16,11/19/20
56026,59,11/19/20
56027,19,11/19/20
56028,45,11/19/20
56029,26,11/19/20
56030,0,11/19/20
56031,547,11/19/20
56032,13,11/19/20
56033,21,11/19/20
56034,18,11/19/20
56035,24,11/19/20
56036,51,11/19/20
56037,44,11/19/20
56039,23,11/19/20
56041,28,11/19/20
56042,21,11/19/20
56043,14,11/19/20
56044,98,11/19/20
56045,16,11/19/20
56046,<=5,11/19/20
56047,0,11/19/20
56048,148,11/19/20
56050,47,11/19/20
56051,18,11/19/20
56052,32,11/19/20
56054,32,11/19/20
56055,148,11/19/20
56056,<=5,11/19/20
56057,241,11/19/20
56058,282,11/19/20
56060,10,11/19/20
56062,270,11/19/20
56063,96,11/19/20
56065,112,11/19/20
56068,40,11/19/20
56069,224,11/19/20
56071,711,11/19/20
56072,73,11/19/20
56073,613,11/19/20
56074,82,11/19/20
56075,<=5,11/19/20
56078,15,11/19/20
56080,25,11/19/20
56081,368,11/19/20
56082,521,11/19/20
56083,33,11/19/20
56084,0,11/19/20
56085,226,11/19/20
56087,132,11/19/20
56088,133,11/19/20
56089,<=5,11/19/20
56090,21,11/19/20
56091,7,11/19/20
56093,986,11/19/20
56096,80,11/19/20
56097,91,11/19/20
56098,63,11/19/20
56101,318,11/19/20
56110,115,11/19/20
56111,7,11/19/20
56113,7,11/19/20
56114,13,11/19/20
56115,52,11/19/20
56116,36,11/19/20
56117,28,11/19/20
56118,11,11/19/20
56119,86,11/19/20
56120,71,11/19/20
56121,28,11/19/20
56122,78,11/19/20
56123,21,11/19/20
56125,<=5,11/19/20
56127,10,11/19/20
56128,167,11/19/20
56129,58,11/19/20
56131,157,11/19/20
56132,8,11/19/20
56134,23,11/19/20
56136,53,11/19/20
56137,71,11/19/20
56138,87,11/19/20
56139,27,11/19/20
56140,<=5,11/19/20
56141,10,11/19/20
56142,53,11/19/20
56143,127,11/19/20
56144,62,11/19/20
56145,30,11/19/20
56146,0,11/19/20
56147,17,11/19/20
56149,69,11/19/20
56150,113,11/19/20
56151,34,11/19/20
56152,71,11/19/20
56153,20,11/19/20
56155,41,11/19/20
56156,321,11/19/20
56157,36,11/19/20
56158,29,11/19/20
56159,136,11/19/20
56160,<=5,11/19/20
56161,22,11/19/20
56162,<=5,11/19/20
56164,371,11/19/20
56165,29,11/19/20
56166,9,11/19/20
56167,37,11/19/20
56168,58,11/19/20
56169,39,11/19/20
56170,22,11/19/20
56171,59,11/19/20
56172,168,11/19/20
56173,20,11/19/20
56174,14,11/19/20
56175,131,11/19/20
56176,46,11/19/20
56177,0,11/19/20
56178,87,11/19/20
56180,45,11/19/20
56181,36,11/19/20
56183,58,11/19/20
56185,37,11/19/20
56186,14,11/19/20
56187,2309,11/19/20
56201,2054,11/19/20
56207,<=5,11/19/20
56208,94,11/19/20
56209,104,11/19/20
56210,0,11/19/20
56211,25,11/19/20
56212,24,11/19/20
56214,25,11/19/20
56215,235,11/19/20
56216,33,11/19/20
56218,26,11/19/20
56219,21,11/19/20
56220,205,11/19/20
56221,41,11/19/20
56222,89,11/19/20
56223,55,11/19/20
56224,6,11/19/20
56225,37,11/19/20
56226,10,11/19/20
56227,<=5,11/19/20
56228,30,11/19/20
56229,89,11/19/20
56230,24,11/19/20
56231,13,11/19/20
56232,130,11/19/20
56235,14,11/19/20
56236,20,11/19/20
56237,11,11/19/20
56239,63,11/19/20
56240,54,11/19/20
56241,145,11/19/20
56243,60,11/19/20
56244,74,11/19/20
56245,31,11/19/20
56248,28,11/19/20
56249,<=5,11/19/20
56251,77,11/19/20
56252,54,11/19/20
56253,40,11/19/20
56255,9,11/19/20
56256,77,11/19/20
56257,10,11/19/20
56258,1141,11/19/20
56260,29,11/19/20
56262,36,11/19/20
56263,27,11/19/20
56264,149,11/19/20
56265,516,11/19/20
56266,55,11/19/20
56267,260,11/19/20
56270,50,11/19/20
56271,45,11/19/20
56273,235,11/19/20
56274,10,11/19/20
56276,8,11/19/20
56277,93,11/19/20
56278,129,11/19/20
56279,71,11/19/20
56280,23,11/19/20
56281,56,11/19/20
56282,83,11/19/20
56283,291,11/19/20
56284,92,11/19/20
56285,38,11/19/20
56287,6,11/19/20
56288,210,11/19/20
56289,51,11/19/20
56291,18,11/19/20
56292,19,11/19/20
56293,37,11/19/20
56294,<=5,11/19/20
56295,20,11/19/20
56296,59,11/19/20
56297,31,11/19/20
56301,2425,11/19/20
56302,22,11/19/20
56303,1721,11/19/20
56304,1429,11/19/20
56307,433,11/19/20
56308,1245,11/19/20
56309,46,11/19/20
56310,361,11/19/20
56311,18,11/19/20
56312,128,11/19/20
56313,<=5,11/19/20
56314,71,11/19/20
56315,77,11/19/20
56316,61,11/19/20
56317,<=5,11/19/20
56318,67,11/19/20
56319,57,11/19/20
56320,686,11/19/20
56321,140,11/19/20
56323,18,11/19/20
56324,34,11/19/20
56325,12,11/19/20
56326,90,11/19/20
56327,27,11/19/20
56328,10,11/19/20
56329,460,11/19/20
56330,67,11/19/20
56331,100,11/19/20
56332,62,11/19/20
56333,10,11/19/20
56334,255,11/19/20
56335,9,11/19/20
56336,109,11/19/20
56338,89,11/19/20
56339,43,11/19/20
56340,159,11/19/20
56341,<=5,11/19/20
56342,100,11/19/20
56343,30,11/19/20
56344,<=5,11/19/20
56345,798,11/19/20
56347,694,11/19/20
56349,25,11/19/20
56350,10,11/19/20
56352,514,11/19/20
56353,420,11/19/20
56354,62,11/19/20
56355,25,11/19/20
56356,22,11/19/20
56357,40,11/19/20
56358,92,11/19/20
56359,92,11/19/20
56360,245,11/19/20
56361,97,11/19/20
56362,321,11/19/20
56363,11,11/19/20
56364,361,11/19/20
56367,401,11/19/20
56368,287,11/19/20
56369,83,11/19/20
56371,8,11/19/20
56372,0,11/19/20
56373,191,11/19/20
56374,734,11/19/20
56375,60,11/19/20
56376,33,11/19/20
56377,1333,11/19/20
56378,510,11/19/20
56379,1106,11/19/20
56381,77,11/19/20
56382,76,11/19/20
56384,24,11/19/20
56385,19,11/19/20
56386,23,11/19/20
56387,720,11/19/20
56388,0,11/19/20
56389,<=5,11/19/20
56393,0,11/19/20
56395,0,11/19/20
56396,0,11/19/20
56397,<=5,11/19/20
56398,<=5,11/19/20
56399,0,11/19/20
56401,1249,11/19/20
56425,419,11/19/20
56430,0,11/19/20
56431,390,11/19/20
56433,69,11/19/20
56434,6,11/19/20
56435,65,11/19/20
56436,<=5,11/19/20
56437,38,11/19/20
56438,179,11/19/20
56440,65,11/19/20
56441,100,11/19/20
56442,141,11/19/20
56443,46,11/19/20
56444,95,11/19/20
56446,82,11/19/20
56447,42,11/19/20
56448,23,11/19/20
56449,70,11/19/20
56450,41,11/19/20
56452,66,11/19/20
56453,16,11/19/20
56455,49,11/19/20
56456,<=5,11/19/20
56458,8,11/19/20
56459,<=5,11/19/20
56461,108,11/19/20
56464,226,11/19/20
56465,110,11/19/20
56466,163,11/19/20
56467,91,11/19/20
56468,216,11/19/20
56469,39,11/19/20
56470,482,11/19/20
56472,374,11/19/20
56473,144,11/19/20
56474,126,11/19/20
56475,66,11/19/20
56477,125,11/19/20
56478,0,11/19/20
56479,243,11/19/20
56481,85,11/19/20
56482,181,11/19/20
56484,151,11/19/20
56501,803,11/19/20
56502,21,11/19/20
56510,110,11/19/20
56511,94,11/19/20
56514,178,11/19/20
56515,118,11/19/20
56516,11,11/19/20
56517,13,11/19/20
56518,20,11/19/20
56519,9,11/19/20
56520,206,11/19/20
56521,36,11/19/20
56522,17,11/19/20
56523,40,11/19/20
56524,19,11/19/20
56525,9,11/19/20
56527,24,11/19/20
56528,49,11/19/20
56529,329,11/19/20
56531,60,11/19/20
56533,13,11/19/20
56534,27,11/19/20
56535,52,11/19/20
56536,21,11/19/20
56537,624,11/19/20
56538,6,11/19/20
56540,101,11/19/20
56541,<=5,11/19/20
56542,110,11/19/20
56543,14,11/19/20
56544,203,11/19/20
56545,28,11/19/20
56546,17,11/19/20
56547,141,11/19/20
56548,31,11/19/20
56549,296,11/19/20
56550,16,11/19/20
56551,71,11/19/20
56552,26,11/19/20
56553,9,11/19/20
56554,121,11/19/20
56556,92,11/19/20
56557,113,11/19/20
56560,2890,11/19/20
56561,<=5,11/19/20
56562,18,11/19/20
56563,17,11/19/20
56565,8,11/19/20
56566,18,11/19/20
56567,116,11/19/20
56568,<=5,11/19/20
56569,71,11/19/20
56570,47,11/19/20
56571,68,11/19/20
56572,432,11/19/20
56573,279,11/19/20
56574,20,11/19/20
56575,14,11/19/20
56576,27,11/19/20
56577,0,11/19/20
56578,42,11/19/20
56579,24,11/19/20
56580,50,11/19/20
56581,14,11/19/20
56583,8,11/19/20
56584,38,11/19/20
56585,58,11/19/20
56586,70,11/19/20
56587,55,11/19/20
56588,19,11/19/20
56589,71,11/19/20
56590,<=5,11/19/20
56591,<=5,11/19/20
56592,25,11/19/20
56593,0,11/19/20
56594,17,11/19/20
56601,1307,11/19/20
56619,24,11/19/20
56621,221,11/19/20
56623,60,11/19/20
56626,15,11/19/20
56627,0,11/19/20
56628,39,11/19/20
56629,<=5,11/19/20
56630,66,11/19/20
56631,0,11/19/20
56633,169,11/19/20
56634,56,11/19/20
56636,191,11/19/20
56637,9,11/19/20
56639,9,11/19/20
56641,17,11/19/20
56644,39,11/19/20
56646,14,11/19/20
56647,15,11/19/20
56649,216,11/19/20
56650,19,11/19/20
56651,35,11/19/20
56652,16,11/19/20
56653,44,11/19/20
56654,6,11/19/20
56655,51,11/19/20
56657,<=5,11/19/20
56658,0,11/19/20
56659,0,11/19/20
56660,<=5,11/19/20
56661,27,11/19/20
56662,11,11/19/20
56663,6,11/19/20
56666,31,11/19/20
56667,15,11/19/20
56668,<=5,11/19/20
56669,8,11/19/20
56670,59,11/19/20
56671,81,11/19/20
56672,92,11/19/20
56673,25,11/19/20
56676,61,11/19/20
56678,47,11/19/20
56679,<=5,11/19/20
56680,6,11/19/20
56681,29,11/19/20
56682,0,11/19/20
56683,19,11/19/20
56684,12,11/19/20
56685,<=5,11/19/20
56686,13,11/19/20
56687,0,11/19/20
56688,0,11/19/20
56701,406,11/19/20
56710,33,11/19/20
56711,<=5,11/19/20
56713,52,11/19/20
56714,102,11/19/20
56715,<=5,11/19/20
56716,428,11/19/20
56720,0,11/19/20
56721,891,11/19/20
56722,33,11/19/20
56723,56,11/19/20
56724,<=5,11/19/20
56725,31,11/19/20
56726,61,11/19/20
56727,27,11/19/20
56728,48,11/19/20
56729,<=5,11/19/20
56731,0,11/19/20
56732,44,11/19/20
56733,7,11/19/20
56734,8,11/19/20
56735,40,11/19/20
56736,38,11/19/20
56737,26,11/19/20
56738,39,11/19/20
56740,0,11/19/20
56741,0,11/19/20
56742,34,11/19/20
56744,41,11/19/20
56748,14,11/19/20
56750,117,11/19/20
56751,373,11/19/20
56754,11,11/19/20
56755,<=5,11/19/20
56756,25,11/19/20
56757,27,11/19/20
56758,10,11/19/20
56759,23,11/19/20
56760,7,11/19/20
56761,16,11/19/20
56762,123,11/19/20
56763,208,11/19/20
NA,821,11/27/20
55001,97,11/27/20
55002,0,11/27/20
55003,1056,11/27/20
55005,175,11/27/20
55006,130,11/27/20
55007,76,11/27/20
55008,713,11/27/20
55009,288,11/27/20
55010,0,11/27/20
55011,589,11/27/20
55012,109,11/27/20
55013,344,11/27/20
55014,1634,11/27/20
55016,1800,11/27/20
55017,52,11/27/20
55018,26,11/27/20
55019,68,11/27/20
55020,184,11/27/20
55021,2604,11/27/20
55024,1532,11/27/20
55025,1148,11/27/20
55026,13,11/27/20
55027,111,11/27/20
55029,0,11/27/20
55030,58,11/27/20
55031,66,11/27/20
55032,187,11/27/20
55033,1222,11/27/20
55036,<=5,11/27/20
55037,130,11/27/20
55038,1141,11/27/20
55040,627,11/27/20
55041,433,11/27/20
55042,619,11/27/20
55043,121,11/27/20
55044,2934,11/27/20
55045,359,11/27/20
55046,260,11/27/20
55047,91,11/27/20
55049,109,11/27/20
55051,372,11/27/20
55052,74,11/27/20
55053,38,11/27/20
55054,130,11/27/20
55055,216,11/27/20
55056,731,11/27/20
55057,833,11/27/20
55060,1489,11/27/20
55063,374,11/27/20
55065,39,11/27/20
55066,676,11/27/20
55067,0,11/27/20
55068,1286,11/27/20
55069,437,11/27/20
55070,479,11/27/20
55071,278,11/27/20
55072,364,11/27/20
55073,107,11/27/20
55074,104,11/27/20
55075,1055,11/27/20
55076,1076,11/27/20
55077,719,11/27/20
55078,<=5,11/27/20
55079,354,11/27/20
55080,124,11/27/20
55082,1674,11/27/20
55083,<=5,11/27/20
55084,55,11/27/20
55085,17,11/27/20
55087,21,11/27/20
55088,67,11/27/20
55089,90,11/27/20
55090,17,11/27/20
55092,509,11/27/20
55101,285,11/27/20
55102,876,11/27/20
55103,764,11/27/20
55104,1888,11/27/20
55105,984,11/27/20
55106,3096,11/27/20
55107,874,11/27/20
55108,582,11/27/20
55109,1972,11/27/20
55110,1716,11/27/20
55111,<=5,11/27/20
55112,2526,11/27/20
55113,1907,11/27/20
55114,227,11/27/20
55115,416,11/27/20
55116,951,11/27/20
55117,2465,11/27/20
55118,1498,11/27/20
55119,2356,11/27/20
55120,197,11/27/20
55121,432,11/27/20
55122,1391,11/27/20
55123,1160,11/27/20
55124,2514,11/27/20
55125,1876,11/27/20
55126,1082,11/27/20
55127,778,11/27/20
55128,1541,11/27/20
55129,1312,11/27/20
55130,1099,11/27/20
55133,<=5,11/27/20
55144,<=5,11/27/20
55145,0,11/27/20
55146,0,11/27/20
55150,8,11/27/20
55155,6,11/27/20
55161,0,11/27/20
55164,<=5,11/27/20
55165,0,11/27/20
55166,0,11/27/20
55168,<=5,11/27/20
55169,0,11/27/20
55170,0,11/27/20
55171,0,11/27/20
55172,0,11/27/20
55175,0,11/27/20
55177,0,11/27/20
55187,<=5,11/27/20
55188,<=5,11/27/20
55191,0,11/27/20
55301,678,11/27/20
55302,366,11/27/20
55303,3002,11/27/20
55304,2796,11/27/20
55305,822,11/27/20
55306,956,11/27/20
55307,151,11/27/20
55308,516,11/27/20
55309,1049,11/27/20
55310,50,11/27/20
55311,1655,11/27/20
55312,99,11/27/20
55313,1251,11/27/20
55314,62,11/27/20
55315,285,11/27/20
55316,1323,11/27/20
55317,815,11/27/20
55318,1277,11/27/20
55319,299,11/27/20
55320,266,11/27/20
55321,210,11/27/20
55322,161,11/27/20
55323,7,11/27/20
55324,64,11/27/20
55325,241,11/27/20
55327,284,11/27/20
55328,375,11/27/20
55329,96,11/27/20
55330,2254,11/27/20
55331,844,11/27/20
55332,151,11/27/20
55333,64,11/27/20
55334,211,11/27/20
55335,79,11/27/20
55336,598,11/27/20
55337,2348,11/27/20
55338,75,11/27/20
55339,56,11/27/20
55340,314,11/27/20
55341,154,11/27/20
55342,77,11/27/20
55343,1239,11/27/20
55344,635,11/27/20
55345,675,11/27/20
55346,544,11/27/20
55347,959,11/27/20
55348,<=5,11/27/20
55349,198,11/27/20
55350,787,11/27/20
55352,512,11/27/20
55353,184,11/27/20
55354,186,11/27/20
55355,437,11/27/20
55356,255,11/27/20
55357,163,11/27/20
55358,228,11/27/20
55359,242,11/27/20
55360,162,11/27/20
55361,0,11/27/20
55362,1127,11/27/20
55363,216,11/27/20
55364,563,11/27/20
55365,<=5,11/27/20
55366,13,11/27/20
55367,52,11/27/20
55368,142,11/27/20
55369,1939,11/27/20
55370,55,11/27/20
55371,937,11/27/20
55372,1713,11/27/20
55373,237,11/27/20
55374,889,11/27/20
55375,203,11/27/20
55376,1062,11/27/20
55377,7,11/27/20
55378,1507,11/27/20
55379,2727,11/27/20
55380,0,11/27/20
55381,88,11/27/20
55382,199,11/27/20
55383,0,11/27/20
55384,83,11/27/20
55385,45,11/27/20
55386,388,11/27/20
55387,662,11/27/20
55388,204,11/27/20
55389,161,11/27/20
55390,159,11/27/20
55391,740,11/27/20
55392,<=5,11/27/20
55393,0,11/27/20
55394,<=5,11/27/20
55395,148,11/27/20
55396,99,11/27/20
55397,118,11/27/20
55398,908,11/27/20
55399,<=5,11/27/20
55401,600,11/27/20
55402,31,11/27/20
55403,699,11/27/20
55404,2197,11/27/20
55405,717,11/27/20
55406,1289,11/27/20
55407,2435,11/27/20
55408,2133,11/27/20
55409,586,11/27/20
55410,537,11/27/20
55411,1885,11/27/20
55412,1138,11/27/20
55413,751,11/27/20
55414,1737,11/27/20
55415,312,11/27/20
55416,1541,11/27/20
55417,836,11/27/20
55418,1579,11/27/20
55419,881,11/27/20
55420,1237,11/27/20
55421,2057,11/27/20
55422,1483,11/27/20
55423,2167,11/27/20
55424,375,11/27/20
55425,682,11/27/20
55426,1203,11/27/20
55427,1134,11/27/20
55428,2267,11/27/20
55429,1968,11/27/20
55430,1680,11/27/20
55431,828,11/27/20
55432,1932,11/27/20
55433,2131,11/27/20
55434,1861,11/27/20
55435,658,11/27/20
55436,581,11/27/20
55437,771,11/27/20
55438,605,11/27/20
55439,329,11/27/20
55440,37,11/27/20
55441,799,11/27/20
55442,541,11/27/20
55443,2448,11/27/20
55444,1058,11/27/20
55445,816,11/27/20
55446,946,11/27/20
55447,743,11/27/20
55448,1593,11/27/20
55449,1888,11/27/20
55450,<=5,11/27/20
55454,596,11/27/20
55455,69,11/27/20
55458,10,11/27/20
55459,<=5,11/27/20
55460,0,11/27/20
55467,0,11/27/20
55468,0,11/27/20
55470,<=5,11/27/20
55472,<=5,11/27/20
55473,<=5,11/27/20
55474,<=5,11/27/20
55478,<=5,11/27/20
55479,0,11/27/20
55480,0,11/27/20
55483,0,11/27/20
55484,0,11/27/20
55485,0,11/27/20
55486,<=5,11/27/20
55487,<=5,11/27/20
55488,<=5,11/27/20
55550,0,11/27/20
55551,0,11/27/20
55552,0,11/27/20
55553,0,11/27/20
55554,0,11/27/20
55555,<=5,11/27/20
55556,0,11/27/20
55557,0,11/27/20
55558,0,11/27/20
55559,0,11/27/20
55560,0,11/27/20
55561,0,11/27/20
55562,0,11/27/20
55563,0,11/27/20
55564,0,11/27/20
55565,0,11/27/20
55566,0,11/27/20
55567,0,11/27/20
55568,0,11/27/20
55569,0,11/27/20
55570,0,11/27/20
55571,0,11/27/20
55572,0,11/27/20
55573,0,11/27/20
55574,0,11/27/20
55575,0,11/27/20
55576,0,11/27/20
55577,0,11/27/20
55578,0,11/27/20
55579,0,11/27/20
55580,0,11/27/20
55581,<=5,11/27/20
55582,0,11/27/20
55583,0,11/27/20
55584,0,11/27/20
55585,0,11/27/20
55586,0,11/27/20
55587,0,11/27/20
55588,0,11/27/20
55589,0,11/27/20
55590,0,11/27/20
55591,0,11/27/20
55592,0,11/27/20
55593,0,11/27/20
55594,0,11/27/20
55595,0,11/27/20
55596,0,11/27/20
55597,0,11/27/20
55598,0,11/27/20
55599,0,11/27/20
55601,<=5,11/27/20
55602,<=5,11/27/20
55603,19,11/27/20
55604,43,11/27/20
55605,<=5,11/27/20
55606,8,11/27/20
55607,9,11/27/20
55609,16,11/27/20
55612,8,11/27/20
55613,<=5,11/27/20
55614,136,11/27/20
55615,<=5,11/27/20
55616,207,11/27/20
55702,32,11/27/20
55703,10,11/27/20
55704,27,11/27/20
55705,69,11/27/20
55706,37,11/27/20
55707,116,11/27/20
55708,40,11/27/20
55709,157,11/27/20
55710,46,11/27/20
55711,31,11/27/20
55712,18,11/27/20
55713,34,11/27/20
55716,17,11/27/20
55717,9,11/27/20
55718,140,11/27/20
55719,196,11/27/20
55720,825,11/27/20
55721,141,11/27/20
55722,44,11/27/20
55723,67,11/27/20
55724,30,11/27/20
55725,8,11/27/20
55726,48,11/27/20
55730,0,11/27/20
55731,123,11/27/20
55732,53,11/27/20
55733,246,11/27/20
55734,234,11/27/20
55735,41,11/27/20
55736,38,11/27/20
55738,19,11/27/20
55741,115,11/27/20
55742,21,11/27/20
55744,828,11/27/20
55745,0,11/27/20
55746,698,11/27/20
55747,0,11/27/20
55748,47,11/27/20
55749,23,11/27/20
55750,47,11/27/20
55751,43,11/27/20
55752,23,11/27/20
55753,30,11/27/20
55756,14,11/27/20
55757,21,11/27/20
55758,<=5,11/27/20
55760,99,11/27/20
55763,7,11/27/20
55764,17,11/27/20
55765,41,11/27/20
55766,<=5,11/27/20
55767,205,11/27/20
55768,116,11/27/20
55769,55,11/27/20
55771,61,11/27/20
55772,10,11/27/20
55775,64,11/27/20
55777,0,11/27/20
55779,180,11/27/20
55780,8,11/27/20
55781,28,11/27/20
55782,7,11/27/20
55783,89,11/27/20
55784,<=5,11/27/20
55785,12,11/27/20
55786,21,11/27/20
55787,14,11/27/20
55790,62,11/27/20
55792,276,11/27/20
55793,36,11/27/20
55795,120,11/27/20
55797,96,11/27/20
55798,21,11/27/20
55802,145,11/27/20
55803,772,11/27/20
55804,478,11/27/20
55805,474,11/27/20
55806,316,11/27/20
55807,382,11/27/20
55808,233,11/27/20
55810,456,11/27/20
55811,1490,11/27/20
55812,543,11/27/20
55814,<=5,11/27/20
55815,<=5,11/27/20
55816,12,11/27/20
55901,2283,11/27/20
55902,731,11/27/20
55903,39,11/27/20
55904,1569,11/27/20
55905,8,11/27/20
55906,612,11/27/20
55909,52,11/27/20
55910,47,11/27/20
55912,2117,11/27/20
55917,110,11/27/20
55918,27,11/27/20
55919,65,11/27/20
55920,324,11/27/20
55921,145,11/27/20
55922,13,11/27/20
55923,156,11/27/20
55924,60,11/27/20
55925,76,11/27/20
55926,22,11/27/20
55927,186,11/27/20
55929,70,11/27/20
55931,11,11/27/20
55932,97,11/27/20
55933,<=5,11/27/20
55934,153,11/27/20
55935,22,11/27/20
55936,63,11/27/20
55939,53,11/27/20
55940,93,11/27/20
55941,32,11/27/20
55942,0,11/27/20
55943,94,11/27/20
55944,294,11/27/20
55945,60,11/27/20
55946,155,11/27/20
55947,291,11/27/20
55949,52,11/27/20
55950,11,11/27/20
55951,43,11/27/20
55952,112,11/27/20
55953,44,11/27/20
55954,40,11/27/20
55955,130,11/27/20
55956,75,11/27/20
55957,37,11/27/20
55959,92,11/27/20
55960,155,11/27/20
55961,10,11/27/20
55962,19,11/27/20
55963,178,11/27/20
55964,201,11/27/20
55965,65,11/27/20
55967,30,11/27/20
55968,8,11/27/20
55969,48,11/27/20
55970,31,11/27/20
55971,138,11/27/20
55972,264,11/27/20
55973,9,11/27/20
55974,38,11/27/20
55975,132,11/27/20
55976,287,11/27/20
55977,6,11/27/20
55979,26,11/27/20
55981,205,11/27/20
55982,19,11/27/20
55983,61,11/27/20
55985,81,11/27/20
55987,1938,11/27/20
55988,0,11/27/20
55990,33,11/27/20
55991,63,11/27/20
55992,220,11/27/20
56001,3085,11/27/20
56002,10,11/27/20
56003,730,11/27/20
56006,<=5,11/27/20
56007,1152,11/27/20
56009,50,11/27/20
56010,50,11/27/20
56011,531,11/27/20
56013,174,11/27/20
56014,33,11/27/20
56016,59,11/27/20
56017,48,11/27/20
56019,31,11/27/20
56020,0,11/27/20
56021,43,11/27/20
56022,<=5,11/27/20
56023,10,11/27/20
56024,169,11/27/20
56025,18,11/27/20
56026,87,11/27/20
56027,25,11/27/20
56028,48,11/27/20
56029,30,11/27/20
56030,0,11/27/20
56031,646,11/27/20
56032,13,11/27/20
56033,23,11/27/20
56034,20,11/27/20
56035,41,11/27/20
56036,58,11/27/20
56037,53,11/27/20
56039,35,11/27/20
56041,42,11/27/20
56042,27,11/27/20
56043,14,11/27/20
56044,111,11/27/20
56045,20,11/27/20
56046,<=5,11/27/20
56047,0,11/27/20
56048,206,11/27/20
56050,58,11/27/20
56051,22,11/27/20
56052,37,11/27/20
56054,41,11/27/20
56055,173,11/27/20
56056,<=5,11/27/20
56057,290,11/27/20
56058,351,11/27/20
56060,12,11/27/20
56062,290,11/27/20
56063,122,11/27/20
56065,141,11/27/20
56068,47,11/27/20
56069,273,11/27/20
56071,836,11/27/20
56072,85,11/27/20
56073,803,11/27/20
56074,99,11/27/20
56075,6,11/27/20
56078,17,11/27/20
56080,30,11/27/20
56081,418,11/27/20
56082,619,11/27/20
56083,40,11/27/20
56084,0,11/27/20
56085,323,11/27/20
56087,173,11/27/20
56088,147,11/27/20
56089,<=5,11/27/20
56090,23,11/27/20
56091,8,11/27/20
56093,1086,11/27/20
56096,103,11/27/20
56097,124,11/27/20
56098,79,11/27/20
56101,425,11/27/20
56110,129,11/27/20
56111,12,11/27/20
56113,9,11/27/20
56114,16,11/27/20
56115,62,11/27/20
56116,44,11/27/20
56117,30,11/27/20
56118,16,11/27/20
56119,90,11/27/20
56120,81,11/27/20
56121,31,11/27/20
56122,86,11/27/20
56123,24,11/27/20
56125,<=5,11/27/20
56127,13,11/27/20
56128,190,11/27/20
56129,70,11/27/20
56131,192,11/27/20
56132,12,11/27/20
56134,28,11/27/20
56136,52,11/27/20
56137,84,11/27/20
56138,100,11/27/20
56139,30,11/27/20
56140,<=5,11/27/20
56141,12,11/27/20
